provincia;canton;num_vivienda;num_hogar;num_persona;rol_hogar;sexo_nacim;anios;cultura;tip_colegio;nivel_academic;ocupacion;estado_conyugal;hijos;area;discapacidad;idiomas;tipo_vivienda
1;1;238;1;4;6;1;17;6;1;8;99;6;99;1;8;2;4
1;1;238;1;5;6;1;12;6;1;6;99;6;99;1;8;2;4
1;1;238;1;6;6;2;9;6;1;6;99;0;99;1;8;2;4
1;1;238;1;7;6;1;7;6;1;6;99;0;99;1;8;2;4
1;1;239;1;1;1;2;53;6;0;5;99;3;99;1;8;2;4
1;1;239;1;2;3;1;27;6;0;8;1;6;99;1;8;2;4
1;1;240;1;1;1;2;52;6;0;11;6;3;3;1;8;2;1
1;1;240;1;2;3;1;22;6;1;11;99;6;99;1;8;7;1
1;1;240;1;3;3;2;16;6;2;8;99;6;99;1;8;2;1
1;1;240;1;4;9;2;45;6;0;11;1;6;99;1;8;2;1
1;1;241;1;1;1;1;45;6;0;5;9;5;99;1;9;2;4
1;1;241;1;2;2;2;44;6;0;5;9;5;99;1;9;2;4
1;1;242;1;1;1;1;43;6;0;7;1;5;99;1;8;2;2
1;1;242;1;2;2;2;42;6;0;11;1;5;3;1;8;2;2
1;1;242;1;3;3;1;24;6;1;11;1;6;99;1;8;2;2
1;1;242;1;4;3;2;20;6;1;11;99;6;99;1;8;2;2
1;1;242;1;5;3;2;2;6;3;2;99;0;99;1;8;2;2
1;1;242;1;6;9;1;18;6;0;8;99;6;99;1;8;2;2
1;1;243;1;1;1;2;64;5;0;1;99;6;4;2;1;2;5
1;1;244;1;1;1;1;77;6;0;4;6;6;99;2;7;2;5
1;1;245;1;1;1;1;41;6;0;7;6;6;99;1;8;7;4
1;1;245;1;2;2;2;39;6;0;11;99;6;2;1;8;2;4
1;1;245;1;3;3;2;16;6;3;8;99;6;99;1;8;7;4
1;1;245;1;4;3;1;14;6;3;6;99;6;99;1;8;7;4
1;1;246;1;1;1;2;45;6;0;10;99;3;3;1;8;2;4
1;1;246;1;2;3;2;20;6;2;11;99;6;99;1;8;2;4
1;1;246;1;3;3;1;14;6;2;6;99;6;99;1;8;2;4
1;1;246;1;4;3;1;6;6;2;6;99;0;99;1;8;2;4
1;1;247;1;1;1;2;56;6;0;8;99;1;3;1;8;2;1
1;1;247;1;2;2;1;63;6;0;5;1;1;99;1;8;2;1
1;1;247;1;3;3;2;32;6;0;9;6;5;1;1;8;2;1
1;1;247;1;4;3;2;31;6;0;11;6;6;99;1;8;2;1
1;1;247;1;5;6;1;15;6;3;8;99;6;99;1;8;2;1
1;1;248;1;1;1;1;72;6;0;11;99;5;99;1;8;2;3
1;1;248;1;2;2;2;67;6;0;11;99;5;3;1;7;2;3
1;1;248;1;3;3;2;40;6;0;11;1;6;99;1;8;7;3
1;1;249;1;1;1;1;25;1;0;8;3;5;99;1;8;6;4
1;1;249;1;2;2;2;30;1;0;5;99;5;1;1;8;6;4
1;1;249;1;3;3;2;3;1;0;1;99;0;99;1;8;2;4
1;1;250;1;1;1;1;60;6;0;7;99;5;99;2;8;2;1
1;1;250;1;2;2;2;53;6;0;7;6;5;2;2;8;2;1
1;1;250;1;3;3;2;26;6;0;11;1;6;99;2;8;2;1
1;1;251;1;1;1;2;50;6;0;1;6;6;3;1;8;2;4
1;1;251;1;2;3;2;18;6;1;8;99;6;99;1;8;2;4
1;1;251;1;3;3;1;15;6;1;6;99;6;99;1;8;2;4
1;1;252;1;1;1;1;56;6;0;5;3;2;99;2;8;2;1
1;1;253;1;1;1;2;46;6;0;7;1;6;4;2;8;2;4
1;1;253;1;2;3;1;26;6;0;7;1;6;99;2;8;2;4
1;1;253;1;3;3;2;25;6;1;11;99;6;99;2;8;2;4
1;1;253;1;4;3;1;22;6;1;11;99;6;99;2;8;2;4
1;1;253;2;1;1;2;33;6;0;5;4;6;99;2;8;2;4
1;1;253;2;2;3;2;10;6;1;6;99;0;99;2;8;2;4
1;1;253;2;3;9;1;36;6;0;5;6;6;99;2;8;2;4
1;1;253;2;4;9;1;14;6;1;6;99;6;99;2;8;2;4
1;1;254;1;1;1;2;35;6;0;5;6;5;3;1;8;2;1
1;1;254;1;2;2;1;40;6;0;8;6;5;99;1;8;2;1
1;1;254;1;3;3;1;11;6;1;6;99;0;99;1;8;2;1
1;1;254;1;4;3;2;9;6;1;6;99;0;99;1;8;2;1
1;1;254;1;5;3;1;6;6;1;6;99;0;99;1;8;2;1
1;1;255;1;1;1;1;60;6;0;5;6;2;99;2;8;2;4
1;1;257;1;1;1;1;43;6;0;11;6;5;99;1;8;2;5
1;1;257;1;2;2;2;37;6;0;11;1;5;1;1;8;2;5
1;1;257;1;3;3;2;12;6;2;6;99;6;99;1;8;2;5
1;1;258;1;1;1;2;40;6;0;8;1;3;2;1;8;2;1
1;1;258;1;2;3;1;18;6;0;8;99;6;99;1;8;2;1
1;1;258;1;3;3;2;11;6;3;6;99;0;99;1;8;2;1
1;1;259;1;1;1;1;52;6;1;11;9;5;99;1;9;2;5
1;1;259;1;2;2;2;48;6;1;11;9;5;99;1;9;2;5
1;1;259;1;3;3;1;21;6;1;11;9;6;99;1;9;2;5
1;1;259;1;4;3;2;15;6;1;8;99;6;99;1;9;2;5
1;1;261;1;1;1;1;61;6;0;11;99;5;99;1;8;2;1
1;1;261;1;2;2;2;52;6;0;11;99;5;3;1;8;7;1
1;1;261;1;3;3;1;26;6;0;11;5;6;99;1;8;7;1
1;1;261;1;4;3;2;16;6;2;8;99;6;99;1;8;7;1
1;1;262;1;1;1;1;36;6;0;5;3;1;99;2;8;2;5
1;1;262;1;2;2;2;32;6;0;8;99;6;5;2;8;2;5
1;1;262;1;3;3;1;16;6;1;8;99;6;99;2;8;2;5
1;1;262;1;4;3;1;14;6;1;6;99;6;99;2;8;2;5
1;1;262;1;5;3;2;12;6;1;6;99;6;99;2;8;2;5
1;1;262;1;6;3;1;10;6;1;6;99;0;99;2;8;2;5
1;1;262;1;7;3;1;5;6;1;6;99;0;99;2;8;2;5
1;1;263;1;1;1;1;76;6;0;1;3;5;99;2;8;2;1
1;1;263;1;2;2;2;75;6;0;4;99;5;7;2;8;2;1
1;1;264;1;1;1;1;35;6;0;8;6;5;99;2;7;2;1
1;1;264;1;2;2;2;38;6;0;5;6;5;2;2;8;2;1
1;1;264;1;3;3;1;6;6;1;6;99;0;99;2;8;2;1
1;1;264;1;4;3;1;4;6;1;3;99;0;99;2;8;2;1
1;1;267;1;1;1;1;45;6;0;11;1;5;99;1;8;2;2
1;1;267;1;2;2;2;42;6;0;11;1;5;2;1;8;2;2
1;1;267;1;3;3;2;11;6;2;6;99;0;99;1;8;7;2
1;1;267;1;4;3;2;7;6;2;6;99;0;99;1;8;2;2
1;1;268;1;1;1;2;81;6;0;5;99;4;4;1;8;2;1
1;1;268;1;2;3;2;53;6;0;11;1;3;3;1;8;2;1
1;1;269;1;1;1;2;22;6;2;11;99;6;99;1;8;2;2
1;1;271;1;1;1;2;39;6;0;8;6;5;1;1;8;2;1
1;1;271;1;2;3;2;20;6;2;11;99;6;99;1;8;2;1
1;1;271;1;3;9;2;19;6;2;11;99;6;99;1;8;2;1
1;1;271;1;4;9;1;14;6;2;8;99;6;99;1;8;2;1
1;1;273;1;1;1;2;40;6;0;5;6;1;2;1;8;2;4
1;1;273;1;2;2;1;41;6;0;8;6;1;99;1;8;2;4
1;1;273;1;3;3;1;20;6;0;8;1;6;99;1;8;2;4
1;1;273;1;4;3;1;16;6;1;8;99;6;99;1;8;2;4
1;1;274;1;1;1;2;65;6;0;5;99;4;99;1;8;2;1
1;1;275;1;1;1;1;62;6;0;6;6;5;99;2;8;2;1
1;1;275;1;2;2;2;64;6;0;6;6;5;10;2;8;2;1
1;1;276;1;1;1;2;54;6;0;7;1;3;2;1;8;2;2
1;1;277;1;1;1;2;72;6;0;5;99;4;8;1;8;2;1
1;1;277;1;2;3;2;36;6;0;8;6;6;1;1;8;2;1
1;1;277;1;3;3;2;34;6;0;8;1;6;99;1;8;2;1
1;1;277;1;4;6;1;11;6;3;6;99;0;99;1;8;2;1
1;1;281;1;1;1;2;26;6;0;6;99;6;4;2;8;2;5
1;1;281;1;2;3;1;12;6;1;6;99;6;99;2;8;2;5
1;1;281;1;3;3;2;9;6;1;6;99;0;99;2;8;2;5
1;1;281;1;4;3;2;5;6;1;6;99;0;99;2;8;2;5
1;1;281;1;5;3;1;0;6;0;1;99;0;99;2;8;0;5
1;1;281;2;1;1;1;82;6;0;6;99;2;99;2;8;2;5
1;1;285;1;1;1;2;20;6;0;8;1;6;1;2;8;2;5
1;1;285;1;2;3;1;0;6;0;1;99;0;99;2;8;0;5
1;1;286;1;1;1;2;59;6;0;10;1;6;1;1;8;2;3
1;1;286;1;2;3;1;25;6;2;11;99;6;99;1;8;2;3
1;1;286;1;3;7;2;85;6;0;4;99;4;2;1;7;2;3
1;1;288;1;1;1;2;57;6;0;1;99;5;8;2;8;2;5
1;1;288;1;2;2;1;60;6;0;5;99;5;99;2;8;2;5
1;1;288;1;3;6;2;9;6;1;6;99;0;99;2;8;2;5
1;1;289;1;1;1;1;56;6;0;5;99;6;99;2;8;2;2
1;1;290;1;1;1;1;57;6;0;5;6;1;99;2;8;2;1
1;1;290;1;2;2;2;52;6;0;5;99;1;5;2;8;2;1
1;1;290;1;3;3;1;22;6;0;8;1;6;99;2;8;2;1
1;1;290;1;4;3;1;20;6;0;8;3;6;99;2;8;2;1
1;1;291;1;1;1;2;59;6;0;5;99;4;6;2;8;2;1
1;1;293;1;1;1;1;48;6;0;4;2;3;99;2;8;2;1
1;1;293;1;2;2;2;44;6;0;7;99;6;3;2;8;2;1
1;1;293;2;1;1;2;25;6;0;5;99;6;1;2;8;2;5
1;1;293;2;2;3;1;10;6;1;6;99;0;99;2;8;2;5
1;1;294;1;1;1;2;44;6;0;5;99;5;3;2;8;2;1
1;1;294;1;2;3;2;26;6;0;8;99;5;1;2;8;2;1
1;1;294;1;3;3;1;18;6;1;8;99;6;99;2;8;2;1
1;1;294;1;4;3;1;11;6;1;6;99;0;99;2;8;2;1
1;1;294;1;5;6;1;1;6;0;1;99;0;99;2;8;5;1
1;1;295;1;1;1;2;22;6;1;11;99;6;1;2;8;2;5
1;1;295;1;2;3;1;6;6;1;6;99;0;99;2;8;2;5
1;1;296;1;1;1;2;28;6;0;11;2;6;99;2;8;2;4
1;1;297;1;1;1;1;81;6;0;7;99;5;99;1;8;2;1
1;1;297;1;2;2;2;72;6;0;5;99;5;4;1;8;2;1
1;1;298;1;1;1;2;39;6;0;12;2;6;99;2;8;2;4
1;1;299;1;1;1;1;25;1;2;11;99;6;99;1;8;6;4
1;1;300;1;1;1;1;34;6;0;5;1;1;99;1;8;2;4
1;1;300;1;2;2;2;30;6;0;5;99;1;2;1;8;2;4
1;1;300;1;3;3;1;4;6;0;1;99;0;99;1;8;2;4
1;1;300;1;4;3;2;2;6;0;1;99;0;99;1;8;2;4
1;1;301;1;1;1;1;31;6;0;7;1;5;99;2;8;2;5
1;1;302;1;1;1;1;73;6;0;7;99;5;99;1;4;2;1
1;1;302;1;2;2;2;71;6;0;10;99;5;1;1;8;2;1
1;1;302;1;3;3;1;36;6;0;12;6;6;99;1;8;2;1
1;1;302;1;4;6;2;19;6;0;8;99;6;99;1;8;2;1
1;1;302;1;5;6;2;15;6;2;8;99;6;99;1;8;2;1
1;1;303;1;1;1;1;41;5;0;5;3;1;99;2;8;2;3
1;1;303;1;2;2;2;50;6;0;5;99;1;8;2;8;2;3
1;1;303;1;3;3;1;18;6;2;8;3;6;99;2;8;2;3
1;1;303;1;4;3;2;10;6;1;6;99;0;99;2;8;2;3
1;1;303;1;5;3;2;9;6;1;6;99;0;99;2;8;2;3
1;1;304;1;1;1;2;40;6;0;11;1;6;99;1;8;2;4
1;1;304;1;2;7;2;73;6;0;7;6;4;4;1;1;2;4
1;1;305;1;1;1;2;84;6;0;5;99;4;8;1;8;2;3
1;1;305;1;2;3;2;52;6;0;10;1;3;1;1;8;2;3
1;1;305;1;3;6;1;24;6;0;11;1;6;99;1;8;2;3
1;1;306;1;1;1;1;34;6;0;8;99;6;99;2;8;2;1
1;1;307;1;1;1;1;70;7;0;7;99;5;99;1;8;2;1
1;1;307;1;2;2;2;66;6;0;7;99;5;2;1;8;2;1
1;1;307;1;3;3;2;41;6;0;11;99;6;99;1;8;7;1
1;1;308;1;1;1;1;30;6;0;8;1;1;99;2;8;2;2
1;1;308;1;2;2;2;28;6;0;8;1;1;2;2;8;2;2
1;1;308;1;3;3;1;11;6;1;6;99;0;99;2;8;2;2
1;1;308;1;4;3;1;0;6;0;1;99;0;99;2;8;0;2
1;1;309;1;1;1;2;87;6;0;1;3;4;8;2;7;2;1
1;1;310;1;1;1;1;37;6;0;11;1;5;99;1;8;7;4
1;1;310;1;2;2;2;41;6;0;8;99;5;1;1;8;2;4
1;1;310;1;3;3;1;11;6;1;6;99;0;99;1;8;2;4
1;1;311;1;1;1;2;51;6;0;5;6;6;99;2;8;2;5
1;1;311;2;1;1;1;75;6;0;5;99;1;99;2;5;2;3
1;1;311;2;2;2;2;66;6;0;1;3;1;5;2;8;2;3
1;1;311;2;3;3;2;20;6;0;8;99;6;1;2;8;2;3
1;1;311;2;4;6;1;0;6;0;1;99;0;99;2;8;0;3
1;1;312;1;1;1;1;47;6;0;5;1;1;99;1;8;2;4
1;1;312;1;2;2;2;43;6;0;8;6;1;2;1;8;2;4
1;1;312;1;3;3;1;11;6;1;6;99;0;99;1;8;2;4
1;1;312;1;4;3;1;9;6;1;6;99;0;99;1;8;2;4
1;1;313;1;1;1;2;71;6;0;7;99;4;6;1;8;2;4
1;1;313;1;2;3;1;38;6;0;7;1;6;99;1;8;2;4
1;1;313;1;3;9;2;28;6;0;11;1;6;3;1;8;2;4
1;1;313;1;4;9;1;9;6;1;6;99;0;99;1;8;2;4
1;1;313;1;5;9;2;7;6;1;6;99;0;99;1;8;2;4
1;1;313;1;6;9;2;4;6;0;1;99;0;99;1;8;2;4
1;1;314;1;1;1;1;27;6;0;8;1;5;99;2;8;2;3
1;1;314;1;2;2;2;26;6;0;5;99;5;1;2;8;2;3
1;1;314;1;3;3;1;4;6;1;3;99;0;99;2;8;2;3
1;1;315;1;1;1;2;71;6;0;1;99;4;5;2;8;2;1
1;1;316;1;1;1;1;36;6;0;8;2;5;99;1;8;2;4
1;1;316;1;2;2;2;39;6;0;5;1;5;4;1;8;2;4
1;1;316;1;3;3;1;16;6;1;8;99;6;99;1;8;2;4
1;1;316;1;4;3;1;15;6;1;8;99;6;99;1;8;2;4
1;1;316;1;5;3;2;11;6;1;6;99;0;99;1;8;2;4
1;1;316;1;6;3;2;4;6;1;3;99;0;99;1;8;2;4
1;1;316;1;7;10;1;32;6;0;5;2;6;99;1;8;2;4
1;1;318;1;1;1;1;59;6;0;11;99;5;99;1;8;2;1
1;1;318;1;2;2;2;53;6;0;11;2;5;4;1;8;2;1
1;1;318;1;3;3;1;26;6;0;11;99;6;99;1;8;2;1
1;1;318;1;4;3;1;18;6;1;11;99;6;99;1;8;2;1
1;1;319;1;1;1;1;43;6;0;11;2;5;99;2;5;7;2
1;1;319;1;2;2;2;49;6;0;12;1;5;2;2;8;2;2
1;1;319;1;3;3;1;11;6;2;6;99;0;99;2;8;2;2
1;1;319;1;4;3;2;11;6;2;6;99;0;99;2;8;2;2
1;1;320;1;1;1;1;54;6;0;5;6;5;99;1;8;2;1
1;1;320;1;2;2;2;49;6;0;5;6;5;4;1;8;2;1
1;1;320;1;3;3;1;34;6;0;12;1;6;99;1;8;2;1
1;1;320;1;4;3;1;26;6;0;11;1;6;99;1;8;2;1
1;1;320;1;5;3;1;19;6;0;8;99;6;99;1;8;2;1
1;1;320;1;6;3;2;13;6;1;6;99;6;99;1;8;2;1
1;1;321;1;1;1;1;68;6;0;11;99;5;99;1;8;2;4
1;1;321;1;2;2;2;79;6;0;5;99;5;3;1;8;2;4
1;1;322;1;1;1;2;66;6;0;5;99;4;99;2;8;2;1
1;1;322;1;2;3;1;35;6;0;7;99;6;99;2;8;2;1
1;1;322;1;3;3;1;30;6;0;7;99;6;99;2;8;2;1
1;1;322;1;4;3;1;9;6;1;6;99;0;99;2;8;2;1
1;1;322;1;5;3;2;8;6;1;6;99;0;99;2;8;2;1
1;1;323;1;1;1;2;42;4;0;7;99;5;2;1;8;2;1
1;1;323;1;2;2;1;42;4;0;12;2;5;99;1;8;2;1
1;1;323;1;3;3;2;21;4;2;11;99;6;99;1;8;2;1
1;1;323;1;4;3;2;14;4;2;6;99;6;99;1;8;2;1
1;1;324;1;1;1;1;54;6;0;5;1;5;99;2;8;2;1
1;1;324;1;2;2;2;51;6;0;5;99;5;4;2;1;2;1
1;1;324;1;3;3;2;11;6;1;6;99;0;99;2;8;2;1
1;1;325;1;1;1;1;52;6;0;8;5;1;99;1;8;2;1
1;1;325;1;2;2;2;50;6;0;5;99;1;3;1;8;2;1
1;1;325;1;3;3;2;11;6;1;6;99;0;99;1;8;2;1
1;1;326;1;1;1;1;52;6;0;8;5;5;99;1;8;2;1
1;1;326;1;2;2;2;50;6;0;8;99;5;2;1;8;7;1
1;1;326;1;3;3;2;29;6;0;11;1;6;99;1;8;2;1
1;1;327;1;1;1;2;22;6;1;11;99;6;99;2;8;7;4
1;1;328;1;1;1;1;70;6;0;7;2;5;99;2;8;2;1
1;1;328;1;2;2;2;66;6;0;5;6;5;5;2;7;2;1
1;1;328;1;3;3;1;29;6;0;11;1;6;99;2;8;2;1
